x1 y1 x2 y2 trajectory_index cluster
1368.92 -312.02  1383.84 -289.83  14 1
1383.84 -289.83  1395.29 -268.12  14 1
1395.29 -268.12  1400.91 -254.93  14 1
1400.91 -254.93  1402.94 -243.81  14 1
1402.94 -243.81  1403.17 -230.41  14 1
1403.17 -230.41  1401.75 -223.12  14 1
1401.75 -223.12  1384.08 -190.76  14 1
1384.08 -190.76  1377.47 -180.69  14 1
1377.47 -180.69  1369.69 -171.29  14 1
1369.69 -171.29  1353.84 -157.52  14 1
1353.84 -157.52  1334.32 -145.34  14 1
1334.32 -145.34  1306.12 -131.58  14 1
1306.12 -131.58  1286.79 -123.83  14 1
1286.79 -123.83  1254.37 -115.92  14 1
1254.37 -115.92  1195.77 -103.64  14 1
1195.77 -103.64  1147.4 -90.1  14 1
1147.4 -90.1  1119.44 -80.45  14 1
1119.44 -80.45  1093.29 -69.34  14 1
1093.29 -69.34  1078.54 -61.8  14 1
1078.54 -61.8  1064.42 -52.19  14 1
1064.42 -52.19  1027.26 -23.3  14 1
1027.26 -23.3  1011.25 -8.19  14 1
1011.25 -8.19  996.54 9.44  14 1
996.54 9.44  977.55 37.2  14 1
977.55 37.2  969 52.34  14 1
969 52.34  964.27 66.73  14 1
964.27 66.73  962.63 78.89  14 1
962.63 78.89  963.36 101.81  14 1
963.36 101.81  965.09 123.32  14 1
965.09 123.32  965.27 157.99  14 1
965.27 157.99  963.49 174.06  14 1
963.49 174.06  952.77 222.96  14 1
952.77 222.96  951.1 229.01  14 1
58.42 1672  161.93 1671.86  15 0
161.93 1671.86  174.23 1670.51  15 0
174.23 1670.51  184.14 1667.77  15 0
184.14 1667.77  193.24 1663.61  15 0
193.24 1663.61  201.48 1658.35  15 0
201.48 1658.35  210.21 1651.16  15 0
210.21 1651.16  224.06 1635.96  15 0
224.06 1635.96  244.05 1608.39  15 0
244.05 1608.39  258.92 1593.02  15 0
258.92 1593.02  275.99 1577.5  15 0
275.99 1577.5  282.87 1569.61  15 0
282.87 1569.61  292.38 1554.65  15 0
292.38 1554.65  299.35 1539.76  15 0
299.35 1539.76  306.64 1519.1  15 0
306.64 1519.1  314.31 1486.09  15 0
314.31 1486.09  318.9 1454.77  15 0
318.9 1454.77  321.29 1421.16  15 0
321.29 1421.16  328.24 1171.28  15 0
328.24 1171.28  329.91 1092.2  15 0
329.91 1092.2  328.37 1039.5  15 0
328.37 1039.5  323.98 989.44  15 0
323.98 989.44  295.12 749.46  15 0
295.12 749.46  292.83 738.56  15 0
292.83 738.56  289.08 728.66  15 0
289.08 728.66  282.75 719.14  15 0
282.75 719.14  276.09 712.47  15 0
276.09 712.47  266.97 706.09  15 0
266.97 706.09  248.94 697.85  15 0
248.94 697.85  218.37 689.25  15 0
218.37 689.25  185.53 681.3  15 0
185.53 681.3  175.29 677.37  15 0
175.29 677.37  164.24 671.54  15 0
164.24 671.54  154.74 664.43  15 0
154.74 664.43  141.5 649.42  15 0
141.5 649.42  122.44 624.01  15 0
122.44 624.01  104.6 593.97  15 0
104.6 593.97  92.29 576.3  15 0
92.29 576.3  69.7 549.08  15 0
69.7 549.08  10.71 485.91  15 0
10.71 485.91  1.56 477.61  15 0
1.56 477.61  -7.07 471.74  15 0
-7.07 471.74  -25.75 462.68  15 0
-25.75 462.68  -46.05 462.12  15 0
104 1608  119.67 1608.03  16 0
119.67 1608.03  89.71 1614.21  16 0
89.71 1614.21  49.46 1618.48  16 0
49.46 1618.48  5.3 1619.07  16 0
5.3 1619.07  -249.85 1617.11  16 0
-249.85 1617.11  -371.39 1617.04  16 0
-371.39 1617.04  -554.72 1617.25  16 0
-554.72 1617.25  -691.89 1619.15  16 0
-691.89 1619.15  -702.22 1620.14  16 0
-702.22 1620.14  -712.2 1622.32  16 0
-712.2 1622.32  -733.14 1629.87  16 0
-733.14 1629.87  -773 1647.8  16 0
-773 1647.8  -795.23 1654.92  16 0
-795.23 1654.92  -816.7 1658.65  16 0
-816.7 1658.65  -838.19 1660.18  16 0
-838.19 1660.18  -868.41 1660.04  16 0
-868.41 1660.04  -880.68 1659.2  16 0
-880.68 1659.2  -893.75 1655.95  16 0
106.3 1608  186.5 1607.88  17 0
186.5 1607.88  198.69 1606.51  17 0
198.69 1606.51  208.92 1603.98  17 0
208.92 1603.98  217.03 1600.78  17 0
217.03 1600.78  227.26 1594.84  17 0
227.26 1594.84  236.02 1587.67  17 0
236.02 1587.67  242.52 1580.67  17 0
242.52 1580.67  253.93 1563.53  17 0
253.93 1563.53  260.84 1548.99  17 0
260.84 1548.99  268.31 1528.93  17 0
268.31 1528.93  276.91 1497.86  17 0
276.91 1497.86  307.18 1374.42  17 0
307.18 1374.42  315.54 1331.25  17 0
315.54 1331.25  321.61 1287.56  17 0
321.61 1287.56  323.13 1255.52  17 0
323.13 1255.52  321.59 1232.07  17 0
321.59 1232.07  318.03 1210.76  17 0
318.03 1210.76  305.9 1164.02  17 0
305.9 1164.02  303.23 1144.69  17 0
303.23 1144.69  301.75 1098.61  17 0
301.75 1098.61  298.86 1086.92  17 0
298.86 1086.92  295.52 1079.07  17 0
295.52 1079.07  289.62 1069.08  17 0
289.62 1069.08  284.66 1062.71  17 0
284.66 1062.71  276.56 1054.83  17 0
276.56 1054.83  267.44 1048.1  17 0
267.44 1048.1  250.97 1039.55  17 0
250.97 1039.55  227.29 1031.5  17 0
227.29 1031.5  128.62 1006.43  17 0
128.62 1006.43  117.92 1004.22  17 0
117.92 1004.22  107.49 1004.05  17 0
107.49 1004.05  52.1 1011.89  17 0
52.1 1011.89  16.88 1014.58  17 0
16.88 1014.58  -15.16 1014.17  17 0
-15.16 1014.17  -38.37 1011.73  17 0
-38.37 1011.73  -57.81 1007.58  17 0
-57.81 1007.58  -80.2 999.86  17 0
-80.2 999.86  -91.82 994.28  17 0
-91.82 994.28  -109.12 983.47  17 0
-109.12 983.47  -119.54 981.12  17 0
-119.54 981.12  -133.93 981.06  17 0
-133.93 981.06  -143.24 979  17 0
-143.24 979  -152.02 974.51  17 0
-152.02 974.51  -160.37 968.09  17 0
-160.37 968.09  -168.33 960.13  17 0
-168.33 960.13  -170.88 951  17 0
-170.88 951  -170.87 940.92  17 0
-170.87 940.92  -169.57 927.02  17 0
-169.57 927.02  -164.05 904.61  17 0
-164.05 904.61  -152.85 873.37  17 0
-152.85 873.37  -133.34 822.37  17 0
-133.34 822.37  -132.13 812.35  17 0
-132.13 812.35  -132.13 800.58  17 0
56 1672  42.16 1671.33  18 0
42.16 1671.33  23.13 1666.67  18 0
23.13 1666.67  -20.65 1660.28  18 0
-20.65 1660.28  -87.53 1652.89  18 0
-87.53 1652.89  -118.92 1650.07  18 0
-118.92 1650.07  -125.36 1648.47  18 0
-125.36 1648.47  -129.11 1646.36  18 0
-129.11 1646.36  -133.39 1642.32  18 0
-133.39 1642.32  -136.36 1637.85  18 0
-136.36 1637.85  -140.95 1624.76  18 0
-140.95 1624.76  -146.86 1598.02  18 0
-146.86 1598.02  -147.04 1596.99  18 0
-147.04 1596.99  -147.33 1642.04  18 0
1408 -432  1410.18 -430.94  19 1
1410.18 -430.94  1411.57 -428.85  19 1
1411.57 -428.85  1414.93 -411.71  19 1
1414.93 -411.71  1420.49 -364.08  19 1
1420.49 -364.08  1420.74 -347.41  19 1
1420.74 -347.41  1417.96 -326.21  19 1
1417.96 -326.21  1412.79 -305.23  19 1
1412.79 -305.23  1402.01 -273.27  19 1
1402.01 -273.27  1395.81 -258.58  19 1
1395.81 -258.58  1372.03 -216.64  19 1
1372.03 -216.64  1349.19 -181.9  19 1
1349.19 -181.9  1287.65 -95.14  19 1
1287.65 -95.14  1273.07 -74.95  19 1
1273.07 -74.95  1254.18 -43.25  19 1
1254.18 -43.25  1219.53 23.83  19 1
1219.53 23.83  1206.51 53.49  19 1
1206.51 53.49  1179.54 121.82  19 1
1179.54 121.82  1168.27 152.96  19 1
1168.27 152.96  1153.95 203.93  19 1
1153.95 203.93  1133.26 280.64  19 1
1133.26 280.64  1131.67 291.24  19 1
1131.67 291.24  1131.27 314.85  19 1
1131.27 314.85  1133.96 348.5  19 1
1133.96 348.5  1136.94 378.35  19 1
1136.94 378.35  1137.76 399.78  19 1
1137.76 399.78  1135.72 425.2  19 1
1135.72 425.2  1131.48 444.89  19 1
1131.48 444.89  1127.98 454.88  19 1
1127.98 454.88  1120.44 467.07  19 1
1120.44 467.07  1116.3 471.58  19 1
1116.3 471.58  1106.51 479.19  19 1
1106.51 479.19  1089.31 487.8  19 1
1089.31 487.8  1072.5 493.53  19 1
1072.5 493.53  1041.18 500.35  19 1
1041.18 500.35  986.85 506.8  19 1
986.85 506.8  888.64 516.77  19 1
1169.56 -432  1179.44 -431.1  20 1
1179.44 -431.1  1246.73 -419.6  20 1
1246.73 -419.6  1265.59 -414.32  20 1
1265.59 -414.32  1275.18 -408.63  20 1
1275.18 -408.63  1281.08 -402.26  20 1
1281.08 -402.26  1285.29 -394.89  20 1
1285.29 -394.89  1288.54 -385.61  20 1
1288.54 -385.61  1291.15 -366.69  20 1
1291.15 -366.69  1292.37 -347.57  20 1
1292.37 -347.57  1294.55 -338.5  20 1
1294.55 -338.5  1298.54 -328.57  20 1
1298.54 -328.57  1308.92 -311.18  20 1
1308.92 -311.18  1332.21 -279.22  20 1
1332.21 -279.22  1344.04 -260.34  20 1
1344.04 -260.34  1351.57 -258.21  20 1
1351.57 -258.21  1359.12 -254.83  20 1
1359.12 -254.83  1366.27 -249.31  20 1
1366.27 -249.31  1370.57 -243.66  20 1
1370.57 -243.66  1373.45 -237.32  20 1
1373.45 -237.32  1376.08 -220.68  20 1
1376.08 -220.68  1376.03 -211.97  20 1
1376.03 -211.97  1374.83 -202.98  20 1
1374.83 -202.98  1369.41 -184.33  20 1
1369.41 -184.33  1360.72 -164.26  20 1
1360.72 -164.26  1355.23 -154.02  20 1
1355.23 -154.02  1350.24 -147.59  20 1
1350.24 -147.59  1344.4 -141.9  20 1
1344.4 -141.9  1333.55 -134.05  20 1
1333.55 -134.05  1313.64 -123.44  20 1
1313.64 -123.44  1305.29 -117.89  20 1
1305.29 -117.89  1298.45 -111.52  20 1
1298.45 -111.52  1292.88 -104.32  20 1
1292.88 -104.32  1287.68 -94.74  20 1
1287.68 -94.74  1281.2 -76.13  20 1
1281.2 -76.13  1273.45 -44.81  20 1
1273.45 -44.81  1269.75 -35.07  20 1
1269.75 -35.07  1258.81 -14.87  20 1
1258.81 -14.87  1243.09 7.84  20 1
1243.09 7.84  1195.16 65.35  20 1
1195.16 65.35  1161.88 106.37  20 1
1161.88 106.37  1142.76 132.13  20 1
1142.76 132.13  1101.19 197.04  20 1
1101.19 197.04  1096.12 205.89  20 1
1096.12 205.89  1096.84 225.38  20 1
1096.84 225.38  1099.83 244.09  20 1
1099.83 244.09  1104.15 254.24  20 1
1104.15 254.24  1109.4 262.41  20 1
1109.4 262.41  1123.13 277.9  20 1
1123.13 277.9  1149.02 299.86  20 1
1149.02 299.86  1183.93 327.05  20 1
1183.93 327.05  1191.96 334.57  20 1
1191.96 334.57  1200.2 344.39  20 1
1200.2 344.39  1205.72 353.52  20 1
1205.72 353.52  1210.02 364.63  20 1
1210.02 364.63  1211.91 374.41  20 1
1211.91 374.41  1212.32 384.18  20 1
1212.32 384.18  1211.19 395.61  20 1
1211.19 395.61  1209.04 405.5  20 1
1209.04 405.5  1201.67 426.64  20 1
1201.67 426.64  1187.21 456.44  20 1
1187.21 456.44  1169.8 485.25  20 1
1169.8 485.25  1163.56 493.65  20 1
1163.56 493.65  1156.46 500.72  20 1
1156.46 500.72  1147.44 507.57  20 1
1147.44 507.57  1130.38 516.66  20 1
1130.38 516.66  1121.4 519.27  20 1
1121.4 519.27  1110.61 519.84  20 1
1110.61 519.84  1091.9 517.02  20 1
1361.33 -432  1388.66 -429.94  21 1
1388.66 -429.94  1398.02 -427.96  21 1
1398.02 -427.96  1407.06 -424.31  21 1
1407.06 -424.31  1414.03 -419.71  21 1
1414.03 -419.71  1421.09 -412.65  21 1
1421.09 -412.65  1426.31 -405.36  21 1
1426.31 -405.36  1431.69 -395.56  21 1
1431.69 -395.56  1439.25 -376.46  21 1
1439.25 -376.46  1442.25 -366.19  21 1
1442.25 -366.19  1444.44 -353.97  21 1
1444.44 -353.97  1444.44 -336.15  21 1
1444.44 -336.15  1442.43 -322.35  21 1
1442.43 -322.35  1437.67 -304.18  21 1
1437.67 -304.18  1430.08 -284.35  21 1
1430.08 -284.35  1425.11 -274.43  21 1
1425.11 -274.43  1416.4 -260.47  21 1
1416.4 -260.47  1404.61 -246.96  21 1
1404.61 -246.96  1387.37 -228  21 1
1387.37 -228  1350.84 -182.69  21 1
1350.84 -182.69  1340.6 -172.1  21 1
1340.6 -172.1  1326.57 -163.34  21 1
1326.57 -163.34  1317.04 -159.26  21 1
1317.04 -159.26  1293.02 -152.2  21 1
1293.02 -152.2  1263.42 -146.76  21 1
1263.42 -146.76  1216.31 -141.93  21 1
1216.31 -141.93  1150.16 -135.41  21 1
1150.16 -135.41  1043.11 -122.62  21 1
1043.11 -122.62  1002.22 -119.01  21 1
1002.22 -119.01  992.15 -118.87  21 1
992.15 -118.87  960.56 -123.42  21 1
960.56 -123.42  927.9 -125.54  21 1
927.9 -125.54  917.76 -124.66  21 1
917.76 -124.66  907.41 -121.71  21 1
907.41 -121.71  899.67 -117.45  21 1
899.67 -117.45  892.68 -111.83  21 1
892.68 -111.83  879.33 -96.3  21 1
879.33 -96.3  873.08 -86.69  21 1
873.08 -86.69  868.6 -77.69  21 1
868.6 -77.69  865.52 -68.22  21 1
865.52 -68.22  864.53 -59.35  21 1
864.53 -59.35  865.39 -51.21  21 1
865.39 -51.21  866.94 -46.02  21 1
866.94 -46.02  873.1 -34.78  21 1
873.1 -34.78  886.71 -19.2  21 1
886.71 -19.2  909.81 2.32  21 1
909.81 2.32  917.43 11.38  21 1
917.43 11.38  922.56 20.05  21 1
922.56 20.05  926.62 29.53  21 1
926.62 29.53  933.49 51.35  21 1
933.49 51.35  941.7 70.61  21 1
941.7 70.61  957.4 99.96  21 1
957.4 99.96  961.24 109.81  21 1
961.24 109.81  964.48 122.01  21 1
964.48 122.01  967.09 140.01  21 1
967.09 140.01  967.42 152.83  21 1
967.42 152.83  966.59 163.88  21 1
966.59 163.88  961.74 185.8  21 1
961.74 185.8  952.23 211.43  21 1
952.23 211.43  938.94 241.13  21 1
938.94 241.13  928.03 272.87  21 1
928.03 272.87  919.93 288.43  21 1
919.93 288.43  910 299.06  21 1
910 299.06  902.05 303.89  21 1
902.05 303.89  891.7 307.75  21 1
891.7 307.75  875.53 310.98  21 1
8 1672  -3.76 1665.73  22 0
-3.76 1665.73  6.17 1665.15  22 0
6.17 1665.15  11.55 1663.79  22 0
11.55 1663.79  36.81 1651.34  22 0
36.81 1651.34  55.12 1644.03  22 0
55.12 1644.03  65.16 1638.67  22 0
65.16 1638.67  70.86 1633.81  22 0
70.86 1633.81  75.61 1626.43  22 0
75.61 1626.43  77.57 1613.42  22 0
77.57 1613.42  76.24 1605.3  22 0
76.24 1605.3  73.82 1599.5  22 0
73.82 1599.5  68.71 1591.44  22 0
68.71 1591.44  62.97 1585.47  22 0
62.97 1585.47  54.75 1579.77  22 0
54.75 1579.77  46.13 1575.16  22 0
46.13 1575.16  46.27 1570.35  22 0
46.27 1570.35  50.76 1590.25  22 0
50.76 1590.25  51.36 1601.99  22 0
51.36 1601.99  50.65 1608.83  22 0
50.65 1608.83  49.09 1613.86  22 0
49.09 1613.86  44.79 1619.9  22 0
44.79 1619.9  40.44 1623.49  22 0
40.44 1623.49  32.84 1627.73  22 0
32.84 1627.73  15.34 1633.57  22 0
15.34 1633.57  -13.78 1638.36  22 0
-13.78 1638.36  -46.79 1640.67  22 0
-46.79 1640.67  -189.5 1642.87  22 0
-189.5 1642.87  -245.86 1640.47  22 0
-245.86 1640.47  -302.08 1636.62  22 0
-302.08 1636.62  -321.98 1633.7  22 0
-321.98 1633.7  -354.43 1629.79  22 0
-354.43 1629.79  -426.86 1623.6  22 0
-426.86 1623.6  -435.66 1623.47  22 0
-435.66 1623.47  -469.4 1627.27  22 0
1362.17 -432  1402.95 -430.66  23 1
1402.95 -430.66  1433.82 -431.53  23 1
1433.82 -431.53  1454.78 -432.29  23 1
1454.78 -432.29  1463.38 -431.35  23 1
1463.38 -431.35  1474.66 -428.23  23 1
1474.66 -428.23  1483.83 -423.96  23 1
1483.83 -423.96  1501.34 -412.03  23 1
1501.34 -412.03  1510.92 -403.54  23 1
1510.92 -403.54  1519.24 -394.02  23 1
1519.24 -394.02  1523.66 -386.76  23 1
1523.66 -386.76  1527.64 -376.44  23 1
1527.64 -376.44  1529.35 -367.6  23 1
1529.35 -367.6  1529.69 -357.21  23 1
1529.69 -357.21  1528.81 -349.62  23 1
1528.81 -349.62  1525.79 -339.44  23 1
1525.79 -339.44  1521.45 -331.58  23 1
1521.45 -331.58  1514.76 -323.4  23 1
1514.76 -323.4  1500.1 -310.8  23 1
1500.1 -310.8  1454.62 -281.58  23 1
1454.62 -281.58  1427.96 -264.3  23 1
1427.96 -264.3  1400.23 -242.8  23 1
1400.23 -242.8  1392.77 -233.92  23 1
1392.77 -233.92  1388.49 -226.85  23 1
1388.49 -226.85  1380.78 -208.13  23 1
1380.78 -208.13  1374.72 -187.31  23 1
1374.72 -187.31  1370.03 -176.82  23 1
1370.03 -176.82  1359.11 -160.31  23 1
1359.11 -160.31  1345.53 -145.45  23 1
1345.53 -145.45  1331 -130.8  23 1
1331 -130.8  1323.93 -120.94  23 1
1323.93 -120.94  1313.14 -101.21  23 1
1313.14 -101.21  1303.93 -83.43  23 1
1303.93 -83.43  1292.2 -64.77  23 1
1292.2 -64.77  1289.2 -57.11  23 1
1289.2 -57.11  1281.02 -14.3  23 1
1281.02 -14.3  1279.4 -4.24  23 1
1279.4 -4.24  1279.41 35.73  23 1
1279.41 35.73  1278.35 70.63  23 1
1278.35 70.63  1274.8 102.71  23 1
1274.8 102.71  1268.93 135.15  23 1
1268.93 135.15  1250.45 209.81  23 1
1250.45 209.81  1240.06 246.34  23 1
1240.06 246.34  1226.51 287.01  23 1
1226.51 287.01  1209.61 328.39  23 1
1209.61 328.39  1189.04 369.73  23 1
1189.04 369.73  1132.5 476.3  23 1
1132.5 476.3  1123.32 489.46  23 1
1123.32 489.46  1113.23 499.79  23 1
1113.23 499.79  1105.77 504.71  23 1
1105.77 504.71  1095.16 508.55  23 1
1095.16 508.55  1087.58 509.47  23 1
1087.58 509.47  1045.56 507.78  23 1
1045.56 507.78  1012.74 507.95  23 1
1012.74 507.95  1000.76 509.34  23 1
1000.76 509.34  973.5 517.86  23 1
973.5 517.86  951.26 523.64  23 1
951.26 523.64  939.56 524.71  23 1
939.56 524.71  919.72 523.79  23 1
1168 -480  1167.53 -479.75  24 1
1167.53 -479.75  1172.04 -480.1  24 1
1172.04 -480.1  1180.75 -484.1  24 1
1180.75 -484.1  1199.77 -500.01  24 1
1199.77 -500.01  1208.43 -504.1  24 1
1208.43 -504.1  1214.89 -505.55  24 1
1214.89 -505.55  1224 -505.42  24 1
1224 -505.42  1230.28 -503.7  24 1
1230.28 -503.7  1237.87 -499.46  24 1
1237.87 -499.46  1242.67 -494.26  24 1
1242.67 -494.26  1253.19 -471.5  24 1
1253.19 -471.5  1264.03 -458.49  24 1
1264.03 -458.49  1276.01 -443.82  24 1
1276.01 -443.82  1289.14 -425.75  24 1
1289.14 -425.75  1302.25 -409.37  24 1
1302.25 -409.37  1315.65 -390.51  24 1
1315.65 -390.51  1329.38 -374.86  24 1
1329.38 -374.86  1354.67 -336  24 1
1354.67 -336  1367.76 -307.1  24 1
1367.76 -307.1  1373.17 -296.15  24 1
1373.17 -296.15  1376.76 -286.36  24 1
1376.76 -286.36  1383.89 -253.82  24 1
1383.89 -253.82  1385.59 -242.29  24 1
1385.59 -242.29  1385.55 -234.06  24 1
1385.55 -234.06  1383.96 -222.7  24 1
1383.96 -222.7  1381.65 -214.73  24 1
1381.65 -214.73  1376.86 -203.98  24 1
1376.86 -203.98  1371.61 -195.48  24 1
1371.61 -195.48  1364.11 -186.35  24 1
1364.11 -186.35  1348.37 -172.32  24 1
1348.37 -172.32  1329.7 -159.21  24 1
1329.7 -159.21  1311.67 -148.47  24 1
1311.67 -148.47  1292.75 -139.12  24 1
1292.75 -139.12  1260.42 -126.24  24 1
1260.42 -126.24  1128.59 -84.52  24 1
1128.59 -84.52  1067.8 -65.53  24 1
1067.8 -65.53  1036.47 -58.3  24 1
1036.47 -58.3  876.66 -29.2  24 1
876.66 -29.2  618.86 18.2  24 1
618.86 18.2  606.73 20.37  24 1
