x1 y1 x2 y2 trajectory_index cluster
242.31 1516.91  250.96 1508.63  3 0
250.96 1508.63  261.84 1494.59  3 0
261.84 1494.59  270.26 1480.36  3 0
270.26 1480.36  280.91 1457.43  3 0
280.91 1457.43  287.43 1438.8  3 0
287.43 1438.8  293.42 1414.91  3 0
293.42 1414.91  297.02 1392.49  3 0
297.02 1392.49  298.98 1371.23  3 0
298.98 1371.23  299.99 1335.92  3 0
299.99 1335.92  298.65 1302.04  3 0
298.65 1302.04  297.35 1289.65  3 0
297.35 1289.65  297.21 1273.61  3 0
297.21 1273.61  299.96 1253.82  3 0
299.96 1253.82  315.66 1175.79  3 0
315.66 1175.79  317.61 1152.1  3 0
317.61 1152.1  317.09 1132.07  3 0
317.09 1132.07  314.03 1108.87  3 0
314.03 1108.87  300.59 1041.4  3 0
300.59 1041.4  292.96 1022.73  3 0
292.96 1022.73  287.05 1014.94  3 0
287.05 1014.94  278.65 1007.16  3 0
278.65 1007.16  268.84 1000.5  3 0
268.84 1000.5  214.7 977.12  3 0
214.7 977.12  216.98 977.13  3 0
1218.55 -480  1244.25 -476.93  4 1
1244.25 -476.93  1315.37 -471.6  4 1
1315.37 -471.6  1336.48 -467.7  4 1
1336.48 -467.7  1344.85 -464.71  4 1
1344.85 -464.71  1355.83 -459.05  4 1
1355.83 -459.05  1364.43 -453.03  4 1
1364.43 -453.03  1373.4 -444.65  4 1
1373.4 -444.65  1386.74 -427.48  4 1
1386.74 -427.48  1392.98 -416.5  4 1
1392.98 -416.5  1395.72 -408.43  4 1
1395.72 -408.43  1397 -397.24  4 1
1397 -397.24  1395.78 -388.11  4 1
1395.78 -388.11  1390.49 -369.63  4 1
1390.49 -369.63  1388.74 -358.43  4 1
1388.74 -358.43  1387.36 -328.82  4 1
1387.36 -328.82  1382.05 -295.73  4 1
1382.05 -295.73  1382.09 -262.78  4 1
1382.09 -262.78  1379.14 -240.37  4 1
1379.14 -240.37  1373.8 -220.28  4 1
1373.8 -220.28  1361.25 -188.25  4 1
1361.25 -188.25  1347.49 -161.14  4 1
1347.49 -161.14  1334.11 -140.41  4 1
1334.11 -140.41  1243.75 -20.78  4 1
1243.75 -20.78  1220.19 21.52  4 1
1220.19 21.52  1198.09 68.92  4 1
1198.09 68.92  1120.98 244.64  4 1
1120.98 244.64  1104.98 285.29  4 1
1104.98 285.29  1098.95 308.85  4 1
1098.95 308.85  1096.12 318.37  4 1
1096.12 318.37  1096.43 358.86  4 1
1096.43 358.86  1098.72 371.7  4 1
1098.72 371.7  1107.19 392.18  4 1
1107.19 392.18  1108.44 400.52  4 1
1108.44 400.52  1107.63 407.24  4 1
1107.63 407.24  1101.18 426.75  4 1
1101.18 426.75  1096.12 446.64  4 1
1096.12 446.64  1096.12 468.5  4 1
1096.12 468.5  1094.14 484.12  4 1
1094.14 484.12  1091.06 491.77  4 1
1091.06 491.77  1086.75 498.14  4 1
1086.75 498.14  1082.23 502.69  4 1
1082.23 502.69  1076.27 507.05  4 1
1076.27 507.05  1071.61 508.88  4 1
1071.61 508.88  1064.66 509.52  4 1
1064.66 509.52  1044.51 504.95  4 1
1044.51 504.95  1023.77 501.42  4 1
1023.77 501.42  1003.22 500.48  4 1
1003.22 500.48  988.26 502.5  4 1
988.26 502.5  971.49 508.47  4 1
971.49 508.47  965.44 511.26  4 1
1264 -432  1249.41 -415.8  5 1
1249.41 -415.8  1258.08 -414.95  5 1
1258.08 -414.95  1266.39 -411.12  5 1
1266.39 -411.12  1271.54 -405.84  5 1
1271.54 -405.84  1275.07 -399.97  5 1
1275.07 -399.97  1279.83 -386.7  5 1
1279.83 -386.7  1283.65 -368.62  5 1
1283.65 -368.62  1287.04 -349.29  5 1
1287.04 -349.29  1294.27 -330.86  5 1
1294.27 -330.86  1308.97 -305.71  5 1
1308.97 -305.71  1338.73 -262.32  5 1
1338.73 -262.32  1351.01 -258.35  5 1
1351.01 -258.35  1354.66 -255.85  5 1
1354.66 -255.85  1357.16 -251.21  5 1
1357.16 -251.21  1358.04 -246.1  5 1
1358.04 -246.1  1356.68 -232.24  5 1
1356.68 -232.24  1352.33 -216.99  5 1
1352.33 -216.99  1348.95 -207.56  5 1
1348.95 -207.56  1345.51 -179.05  5 1
1345.51 -179.05  1342.89 -170.27  5 1
1342.89 -170.27  1338.78 -162.01  5 1
1338.78 -162.01  1332.45 -153.04  5 1
1332.45 -153.04  1318.32 -138.71  5 1
1318.32 -138.71  1300.42 -124.68  5 1
1300.42 -124.68  1272.94 -106.71  5 1
1272.94 -106.71  1233.01 -84.27  5 1
1233.01 -84.27  1169.49 -51.47  5 1
1169.49 -51.47  1057.04 3.98  5 1
1057.04 3.98  1013.71 27.15  5 1
1013.71 27.15  984.69 45.76  5 1
984.69 45.76  963.66 62  5 1
963.66 62  948.29 76.61  5 1
948.29 76.61  938.07 88.58  5 1
938.07 88.58  937.15 103.59  5 1
937.15 103.59  938.62 148.15  5 1
938.62 148.15  942.97 227.53  5 1
942.97 227.53  942.69 243.3  5 1
942.69 243.3  940.82 258.67  5 1
940.82 258.67  936.05 275.24  5 1
936.05 275.24  929.76 287.77  5 1
929.76 287.77  921.72 298.61  5 1
921.72 298.61  912.2 307.88  5 1
912.2 307.88  899.55 316.91  5 1
899.55 316.91  887.62 323.29  5 1
887.62 323.29  874.85 328.64  5 1
874.85 328.64  847.5 336.92  5 1
847.5 336.92  830.63 339.88  5 1
830.63 339.88  751.78 339.87  5 1
751.78 339.87  736.73 341.06  5 1
736.73 341.06  722.67 344.47  5 1
722.67 344.47  708.14 351.13  5 1
708.14 351.13  697.69 358.86  5 1
697.69 358.86  689.36 367.93  5 1
689.36 367.93  682.12 379.25  5 1
682.12 379.25  683.07 399.52  5 1
683.07 399.52  686.71 429.05  5 1
686.71 429.05  701.01 519.56  5 1
701.01 519.56  701.82 526.57  5 1
1216 -432  1222.21 -433.67  6 1
1222.21 -433.67  1232.65 -433.11  6 1
1232.65 -433.11  1247.51 -427.4  6 1
1247.51 -427.4  1273.69 -412.73  6 1
1273.69 -412.73  1292.86 -401.17  6 1
1292.86 -401.17  1311.4 -392.38  6 1
1311.4 -392.38  1328.89 -380.31  6 1
1328.89 -380.31  1338.08 -371.81  6 1
1338.08 -371.81  1343.88 -365.06  6 1
1343.88 -365.06  1350.38 -354.86  6 1
1350.38 -354.86  1354.42 -345.6  6 1
1354.42 -345.6  1359.37 -325.35  6 1
1359.37 -325.35  1363.84 -302.4  6 1
1363.84 -302.4  1368.31 -281.93  6 1
1368.31 -281.93  1369.67 -249.08  6 1
1369.67 -249.08  1372.6 -226.62  6 1
1372.6 -226.62  1372.78 -214.59  6 1
1372.78 -214.59  1369.17 -185.69  6 1
1369.17 -185.69  1367 -174.46  6 1
1367 -174.46  1363.48 -165.45  6 1
1363.48 -165.45  1348.93 -138.25  6 1
1348.93 -138.25  1337.19 -108.99  6 1
1337.19 -108.99  1329.33 -89.17  6 1
1329.33 -89.17  1318.75 -72.09  6 1
1318.75 -72.09  1304.03 -55.83  6 1
1304.03 -55.83  1295.84 -47.32  6 1
1295.84 -47.32  1290.7 -40.54  6 1
1290.7 -40.54  1274.23 -12  6 1
1274.23 -12  1263.14 5.39  6 1
1263.14 5.39  1259.31 14.37  6 1
1259.31 14.37  1250.29 54.56  6 1
1250.29 54.56  1240.02 105.86  6 1
1240.02 105.86  1238.65 117.55  6 1
1238.65 117.55  1239.2 127.58  6 1
1239.2 127.58  1241.5 139.26  6 1
1241.5 139.26  1248.62 159.25  6 1
1248.62 159.25  1253.65 170.68  6 1
1253.65 170.68  1256.86 180.79  6 1
1256.86 180.79  1259.04 193.02  6 1
1259.04 193.02  1259.28 213.84  6 1
1259.28 213.84  1256.88 234.88  6 1
1256.88 234.88  1257.02 267.18  6 1
1257.02 267.18  1258.53 300.74  6 1
1258.53 300.74  1257.94 322.28  6 1
1257.94 322.28  1255.09 345.54  6 1
1255.09 345.54  1250.88 366.66  6 1
1250.88 366.66  1244.67 389.09  6 1
1244.67 389.09  1236.25 412.47  6 1
1236.25 412.47  1223.31 439.9  6 1
1223.31 439.9  1212.24 459.34  6 1
1212.24 459.34  1202.77 472.25  6 1
1202.77 472.25  1197.06 477.96  6 1
1197.06 477.96  1192.07 481.53  6 1
1192.07 481.53  1175.9 487.22  6 1
1175.9 487.22  1171.1 489.85  6 1
1171.1 489.85  1165.29 496.57  6 1
1165.29 496.57  1161.62 505.38  6 1
1161.62 505.38  1159.04 516.31  6 1
1312 -480  1323.23 -481.45  7 1
1323.23 -481.45  1336.94 -481.03  7 1
1336.94 -481.03  1355.87 -482.92  7 1
1355.87 -482.92  1367.14 -483.14  7 1
1367.14 -483.14  1375.33 -482.36  7 1
1375.33 -482.36  1386.64 -479.81  7 1
1386.64 -479.81  1395.92 -476.22  7 1
1395.92 -476.22  1412.94 -466.49  7 1
1412.94 -466.49  1422.27 -459.57  7 1
1422.27 -459.57  1430.55 -451.86  7 1
1430.55 -451.86  1434.85 -445.53  7 1
1434.85 -445.53  1438.81 -435.76  7 1
1438.81 -435.76  1439.63 -427.55  7 1
1439.63 -427.55  1437.74 -418.62  7 1
1437.74 -418.62  1426.33 -396.59  7 1
1426.33 -396.59  1418.18 -376.4  7 1
1418.18 -376.4  1408.75 -344.09  7 1
1408.75 -344.09  1401.26 -311.64  7 1
1401.26 -311.64  1400.47 -301.67  7 1
1400.47 -301.67  1400.7 -281.79  7 1
1400.7 -281.79  1398.71 -259.15  7 1
1398.71 -259.15  1392.58 -224.46  7 1
1392.58 -224.46  1386.87 -201.12  7 1
1386.87 -201.12  1362.41 -124.21  7 1
1362.41 -124.21  1349.49 -85.27  7 1
1349.49 -85.27  1339.44 -60.53  7 1
1339.44 -60.53  1303.38 17.29  7 1
1303.38 17.29  1296.49 33.41  7 1
1296.49 33.41  1281.63 73.92  7 1
1281.63 73.92  1271.65 92.73  7 1
1271.65 92.73  1253.91 118.24  7 1
1253.91 118.24  1224.85 152.68  7 1
1224.85 152.68  1219.82 159.84  7 1
1219.82 159.84  1214.36 170.82  7 1
1214.36 170.82  1208.29 191.51  7 1
1208.29 191.51  1203.35 223.41  7 1
1203.35 223.41  1201.02 258.74  7 1
1201.02 258.74  1202.18 271.07  7 1
1202.18 271.07  1204.26 279.64  7 1
1204.26 279.64  1212.47 299.63  7 1
1212.47 299.63  1230.23 330.58  7 1
1230.23 330.58  1241.17 348.65  7 1
1241.17 348.65  1245.79 358.01  7 1
1245.79 358.01  1248.96 369.27  7 1
1248.96 369.27  1249.22 388.81  7 1
1249.22 388.81  1246.66 409.14  7 1
1246.66 409.14  1242.6 430.02  7 1
1242.6 430.02  1240.04 465.56  7 1
1240.04 465.56  1238.35 523.5  7 1
1238.35 523.5  1238.11 518.41  7 1
1358.34 -478.21  1353.75 -473.01  8 1
1353.75 -473.01  1356.67 -472.41  8 1
1356.67 -472.41  1359.42 -470.47  8 1
1359.42 -470.47  1366 -461.94  8 1
1366 -461.94  1379.08 -438.99  8 1
1379.08 -438.99  1388.57 -419.23  8 1
1388.57 -419.23  1394.75 -398.83  8 1
1394.75 -398.83  1397.7 -375.31  8 1
1397.7 -375.31  1397.83 -353.62  8 1
1397.83 -353.62  1396.19 -332.15  8 1
1396.19 -332.15  1392.19 -307.36  8 1
1392.19 -307.36  1384.32 -276.26  8 1
1384.32 -276.26  1373.47 -245.11  8 1
1373.47 -245.11  1349.05 -184.02  8 1
1349.05 -184.02  1338.39 -161.27  8 1
1338.39 -161.27  1305.33 -103.21  8 1
1305.33 -103.21  1270.25 -42.79  8 1
1270.25 -42.79  1139.8 208.42  8 1
1139.8 208.42  1123.48 242.31  8 1
1123.48 242.31  1108.41 277.46  8 1
1108.41 277.46  1101.91 294.14  8 1
1101.91 294.14  1096.13 313.97  8 1
1096.13 313.97  1096.08 475.93  8 1
1096.08 475.93  1095.56 493.65  8 1
1095.56 493.65  1093.57 512.14  8 1
1093.57 512.14  1091.19 521.81  8 1
1091.19 521.81  1087.02 531.01  8 1
1087.02 531.01  1083.47 534.96  8 1
1083.47 534.96  1077.88 537.43  8 1
1077.88 537.43  1029.89 534.15  8 1
1029.89 534.15  997.17 534.27  8 1
997.17 534.27  965.45 537.05  8 1
965.45 537.05  942.55 540.78  8 1
942.55 540.78  918.35 547.55  8 1
918.35 547.55  898.22 556.52  8 1
898.22 556.52  879.4 567.73  8 1
879.4 567.73  870.49 574.09  8 1
870.49 574.09  861.35 582.19  8 1
861.35 582.19  856.85 588.25  8 1
856.85 588.25  855.45 596.15  8 1
855.45 596.15  857.51 602.62  8 1
857.51 602.62  864.96 619.87  8 1
864.96 619.87  866.7 627.17  8 1
866.7 627.17  867.64 645.43  8 1
867.64 645.43  867.95 663.97  8 1
867.95 663.97  873.48 698.16  8 1
56 1608  56.02 1623.46  9 0
56.02 1623.46  66.97 1617  9 0
66.97 1617  78.99 1614.22  9 0
78.99 1614.22  115.41 1612.96  9 0
115.41 1612.96  138.42 1610.91  9 0
138.42 1610.91  159.63 1607.05  9 0
159.63 1607.05  180.14 1601.51  9 0
180.14 1601.51  190.9 1595.92  9 0
190.9 1595.92  200.6 1588.65  9 0
200.6 1588.65  215.22 1573.37  9 0
215.22 1573.37  228.67 1554.38  9 0
228.67 1554.38  244.2 1526.15  9 0
244.2 1526.15  255.8 1509.14  9 0
255.8 1509.14  270.24 1494.08  9 0
270.24 1494.08  288.33 1477.19  9 0
288.33 1477.19  294.65 1468.93  9 0
294.65 1468.93  299.59 1460.09  9 0
299.59 1460.09  303.34 1450.94  9 0
303.34 1450.94  308.12 1431.82  9 0
308.12 1431.82  310.29 1410.1  9 0
310.29 1410.1  309.44 1376.24  9 0
309.44 1376.24  303.15 1320.09  9 0
303.15 1320.09  303.3 1311.32  9 0
303.3 1311.32  307.05 1290.3  9 0
307.05 1290.3  314.44 1268.14  9 0
314.44 1268.14  349.03 1185.09  9 0
349.03 1185.09  352.07 1176.74  9 0
352.07 1176.74  354.48 1165.05  9 0
354.48 1165.05  354.29 1153.79  9 0
354.29 1153.79  352.35 1144.57  9 0
352.35 1144.57  348.17 1134.24  9 0
348.17 1134.24  344.13 1127.16  9 0
344.13 1127.16  337.11 1117.74  9 0
337.11 1117.74  330.76 1111.29  9 0
330.76 1111.29  311.71 1096.94  9 0
311.71 1096.94  286.58 1082.69  9 0
286.58 1082.69  244.69 1063.82  9 0
244.69 1063.82  182.64 1040.58  9 0
182.64 1040.58  85.33 1005.94  9 0
85.33 1005.94  67.12 1001.66  9 0
67.12 1001.66  37.22 996.49  9 0
37.22 996.49  24.05 995.07  9 0
24.05 995.07  2.76 996.33  9 0
2.76 996.33  -38.88 1004.12  9 0
-38.88 1004.12  -73.47 1010.27  9 0
-73.47 1010.27  -94.22 1012.45  9 0
-94.22 1012.45  -104.54 1012.64  9 0
-104.54 1012.64  -113.89 1011.1  9 0
-113.89 1011.1  -121.78 1007.67  9 0
-121.78 1007.67  -129.25 1001.64  9 0
-129.25 1001.64  -133.63 996.17  9 0
-133.63 996.17  -138.73 987.17  9 0
-138.73 987.17  -145.93 968.01  9 0
-145.93 968.01  -151.05 947.94  9 0
-151.05 947.94  -156.22 914.66  9 0
-156.22 914.66  -157.52 904.18  9 0
1168 -480  1140.68 -468.6  10 1
1140.68 -468.6  1139.94 -467.88  10 1
1139.94 -467.88  1149.45 -464.56  10 1
1149.45 -464.56  1178.73 -450.36  10 1
1178.73 -450.36  1187.07 -445.4  10 1
1187.07 -445.4  1194.7 -439.2  10 1
1194.7 -439.2  1201.49 -430.95  10 1
1201.49 -430.95  1205.1 -424.6  10 1
1205.1 -424.6  1208.75 -415.1  10 1
1208.75 -415.1  1216.23 -389.4  10 1
1216.23 -389.4  1223.82 -372.25  10 1
1223.82 -372.25  1235.71 -353.45  10 1
1235.71 -353.45  1249.64 -337.48  10 1
1249.64 -337.48  1271.24 -318.87  10 1
1271.24 -318.87  1315.8 -287.23  10 1
1315.8 -287.23  1331.73 -274.22  10 1
1331.73 -274.22  1346.39 -259.9  10 1
1346.39 -259.9  1355.45 -256.45  10 1
1355.45 -256.45  1360.67 -252.24  10 1
1360.67 -252.24  1363.88 -246.37  10 1
1363.88 -246.37  1364.48 -241.59  10 1
1364.48 -241.59  1363.51 -234.49  10 1
1363.51 -234.49  1357.48 -219.73  10 1
1357.48 -219.73  1350.59 -203.9  10 1
1350.59 -203.9  1347.48 -185.71  10 1
1347.48 -185.71  1344.63 -174.74  10 1
1344.63 -174.74  1341.02 -165.74  10 1
1341.02 -165.74  1335.46 -156.14  10 1
1335.46 -156.14  1323.31 -141.65  10 1
1323.31 -141.65  1308.89 -129.01  10 1
1308.89 -129.01  1292.77 -117.99  10 1
1292.77 -117.99  1282.43 -112.63  10 1
1282.43 -112.63  1261.27 -105.24  10 1
1261.27 -105.24  1240.24 -100.9  10 1
1240.24 -100.9  1208.51 -97.51  10 1
1208.51 -97.51  1152.24 -96.19  10 1
1152.24 -96.19  1087.37 -95.05  10 1
1087.37 -95.05  1034.17 -91.59  10 1
1034.17 -91.59  1022.58 -89.86  10 1
1022.58 -89.86  1014.3 -86.55  10 1
1014.3 -86.55  1007.47 -81.18  10 1
1007.47 -81.18  1004.28 -76.68  10 1
1004.28 -76.68  1001.79 -69.68  10 1
1001.79 -69.68  1000.51 -45.1  10 1
1000.51 -45.1  995.55 -18.2  10 1
995.55 -18.2  986.74 15.38  10 1
986.74 15.38  979.26 35.15  10 1
979.26 35.15  974.67 42.6  10 1
974.67 42.6  958.22 61.27  10 1
958.22 61.27  951.46 69.69  10 1
951.46 69.69  945.45 80.04  10 1
945.45 80.04  943.01 87.64  10 1
943.01 87.64  941.77 98.62  10 1
941.77 98.62  942.16 128.22  10 1
942.16 128.22  939.58 160.72  10 1
939.58 160.72  941.16 181.62  10 1
941.16 181.62  943.23 193.98  10 1
943.23 193.98  944.03 204.72  10 1
944.03 204.72  942.54 226.28  10 1
942.54 226.28  939.58 259.61  10 1
939.58 259.61  937.63 269.09  10 1
1168 -432  1167.19 -431.78  11 1
1167.19 -431.78  1157.72 -434.23  11 1
1157.72 -434.23  1135.21 -448.16  11 1
1135.21 -448.16  1086.34 -480.16  11 1
1086.34 -480.16  1074.04 -491.77  11 1
1074.04 -491.77  1069.57 -501.48  11 1
202.17 1672  206.96 1671.98  12 0
206.96 1671.98  211.42 1667.98  12 0
211.42 1667.98  217.95 1658.99  12 0
217.95 1658.99  224.87 1643.92  12 0
224.87 1643.92  230.59 1625.01  12 0
230.59 1625.01  233.95 1605.39  12 0
233.95 1605.39  237.25 1575.7  12 0
237.25 1575.7  236.04 1575.4  12 0
236.04 1575.4  225.3 1585.79  12 0
225.3 1585.79  215.58 1590.83  12 0
215.58 1590.83  116.91 1690.75  12 0
1216 -480  1215.63 -479.85  13 1
1215.63 -479.85  1217.65 -477.36  13 1
1217.65 -477.36  1226.43 -439.73  13 1
1226.43 -439.73  1233.41 -423.28  13 1
1233.41 -423.28  1249.76 -398.47  13 1
1249.76 -398.47  1254.18 -390.46  13 1
1254.18 -390.46  1255.69 -384.35  13 1
1255.69 -384.35  1255.13 -377.27  13 1
1255.13 -377.27  1253.16 -374.6  13 1
1253.16 -374.6  1250.47 -373.92  13 1
1250.47 -373.92  1244.78 -375.89  13 1
1244.78 -375.89  1227.66 -388.39  13 1
1227.66 -388.39  1185.23 -424.05  13 1
1185.23 -424.05  1163.94 -439.7  13 1
1163.94 -439.7  1127.26 -461.88  13 1
1127.26 -461.88  1088.98 -482.58  13 1
1088.98 -482.58  1068.5 -492.66  13 1
1068.5 -492.66  1058.6 -495.74  13 1
1058.6 -495.74  1048.39 -497.31  13 1
1048.39 -497.31  1036.13 -497.6  13 1
1036.13 -497.6  1014.5 -495.31  13 1
1014.5 -495.31  991.83 -490.41  13 1
991.83 -490.41  959.81 -480.7  13 1
959.81 -480.7  950.19 -476.52  13 1
950.19 -476.52  942.23 -471.09  13 1
942.23 -471.09  936.75 -464.69  13 1
936.75 -464.69  932.62 -457.54  13 1
932.62 -457.54  928.94 -448.47  13 1
928.94 -448.47  926.78 -440.15  13 1
926.78 -440.15  925.55 -422.65  13 1
925.55 -422.65  925.9 -402.2  13 1
925.9 -402.2  924.58 -390.35  13 1
924.58 -390.35  922.46 -380.08  13 1
922.46 -380.08  919.01 -370.15  13 1
919.01 -370.15  913.23 -359.96  13 1
913.23 -359.96  907.08 -351.76  13 1
907.08 -351.76  898.51 -343.02  13 1
898.51 -343.02  890.17 -336.5  13 1
890.17 -336.5  881 -330.99  13 1
881 -330.99  869.45 -325.74  13 1
869.45 -325.74  848.52 -319.17  13 1
848.52 -319.17  815.3 -313.03  13 1
815.3 -313.03  781.72 -310.1  13 1
781.72 -310.1  748.17 -310.12  13 1
748.17 -310.12  671.39 -316.52  13 1
671.39 -316.52  552.93 -326.79  13 -2
552.93 -326.79  486.88 -330.77  13 -2
486.88 -330.77  399.99 -334.51  13 -2
1168 -432  1139.48 -420.15  14 1
1139.48 -420.15  1137.49 -419.13  14 1
1137.49 -419.13  1142.76 -427.63  14 1
1142.76 -427.63  1145.75 -431.15  14 1
1145.75 -431.15  1158.21 -438.82  14 1
1158.21 -438.82  1175.46 -447.06  14 1
1175.46 -447.06  1185.89 -450.79  14 1
1185.89 -450.79  1193.35 -452.31  14 1
1193.35 -452.31  1203.78 -453.1  14 1
1203.78 -453.1  1214.2 -452.45  14 1
1214.2 -452.45  1221.54 -451.1  14 1
1221.54 -451.1  1238.71 -444.9  14 1
1238.71 -444.9  1258.2 -434.77  14 1
1258.2 -434.77  1275.92 -422.31  14 1
1275.92 -422.31  1293.16 -406.06  14 1
1293.16 -406.06  1316.36 -379.5  14 1
1316.36 -379.5  1368.92 -312.02  14 1
